House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
1,Hewitt Plains,Dylan,Mitchell,61,Head,Single,Male,"Programmer, applications",Not Specified,Catholic,"(60, 70]"
1,Hewitt Plains,Natalie,Dawson,61,Partner,Single,Female,Retail banker,Not Specified,Catholic,"(60, 70]"
2,Hewitt Plains,Kevin,Tucker,53,Head,Single,Male,Landscape architect,Not Specified,Christian,"(50, 60]"
2,Hewitt Plains,Leah,Wilson,60,Not Specified,Single,Female,Video editor,Not Specified,Methodist,"(50, 60]"
2,Hewitt Plains,Harriet,Mann,38,Not Specified,Single,Female,"Civil engineer, consulting",Not Specified,Not Specified,"(30, 40]"
3,Hewitt Plains,Arthur,Barber,19,Head,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
4,Hewitt Plains,Kelly,Sinclair,70,Head,Widowed,Female,Retired Advertising copywriter,Not Specified,Not Specified,"(60, 70]"
5,Hewitt Plains,Conor,Stewart,84,Head,Widowed,Male,Retired Product manager,Not Specified,Catholic,"(80, 90]"
6,Hewitt Plains,Diane,Young,39,Head,Single,Female,Unemployed,Not Specified,Catholic,"(30, 40]"
6,Hewitt Plains,Bruce,Young,17,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
7,Hewitt Plains,Liam,Brooks,43,Head,Single,Male,Research scientist (physical sciences),Not Specified,Catholic,"(40, 50]"
8,Hewitt Plains,Leonard,Barker,49,Head,Divorced,Male,"Education officer, museum",Not Specified,Not Specified,"(40, 50]"
9,Hewitt Plains,Lesley,Jackson,27,Head,Widowed,Female,Physiotherapist,Not Specified,Not Specified,"(17, 30]"
9,Hewitt Plains,Ann,Jackson,8,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
10,Hewitt Plains,Angela,Bradley,44,Head,Single,Female,Printmaker,Not Specified,Catholic,"(40, 50]"
1,Orchard Radial,Kelly,Williams,71,Head,Married,Female,Retired Probation officer,Not Specified,Methodist,"(70, 80]"
1,Orchard Radial,Bryan,Williams,73,Husband,Married,Male,"Retired Scientist, research (life sciences)",Not Specified,Methodist,"(70, 80]"
2,Orchard Radial,Beverley,Rice,49,Head,Married,Female,Ophthalmologist,Not Specified,Christian,"(40, 50]"
2,Orchard Radial,Brandon,Rice,47,Husband,Married,Male,Quarry manager,Not Specified,Not Specified,"(40, 50]"
2,Orchard Radial,Heather,Rice,6,Adopted Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
2,Orchard Radial,Daniel,Rice,3,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
3,Orchard Radial,Hazel,Thomas,20,Head,Single,Female,University Student,Not Specified,Sikh,"(17, 30]"
4,Orchard Radial,Maureen,Taylor,58,Head,Married,Female,Counsellor,Not Specified,Methodist,"(50, 60]"
4,Orchard Radial,Joseph,Taylor,60,Husband,Married,Male,Management consultant,Not Specified,Methodist,"(50, 60]"
4,Orchard Radial,Emily,Taylor,15,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
5,Orchard Radial,Martyn,Walker,73,Head,Married,Male,"Retired Scientist, research (life sciences)",Not Specified,Christian,"(70, 80]"
5,Orchard Radial,Susan,Walker,66,Wife,Married,Female,"Teacher, music",Not Specified,Not Specified,"(60, 70]"
6,Orchard Radial,Rachael,Thomas,47,Head,Single,Female,Barista,Not Specified,Christian,"(40, 50]"
6,Orchard Radial,Janet,Thomas,10,Granddaughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
7,Orchard Radial,George,Bond,58,Head,Single,Male,Unemployed,Not Specified,Christian,"(50, 60]"
7,Orchard Radial,Samuel,Webb,48,Not Specified,Divorced,Male,Medical sales representative,Not Specified,Not Specified,"(40, 50]"
8,Orchard Radial,Hugh,Holmes,79,Head,Married,Male,Retired Applications developer,Not Specified,Christian,"(70, 80]"
8,Orchard Radial,Rachael,Holmes,74,Wife,Married,Female,"Retired Surveyor, insurance",Not Specified,Christian,"(70, 80]"
9,Orchard Radial,Marion,Powell,59,Head,Divorced,Female,Unemployed,Not Specified,Christian,"(50, 60]"
9,Orchard Radial,Max,Powell,30,Son,Single,Male,Copy,Not Specified,Christian,"(17, 30]"
9,Orchard Radial,Nicholas,Powell,28,Son,Divorced,Male,"Therapist, occupational",Not Specified,Not Specified,"(17, 30]"
9,Orchard Radial,Shirley,Powell,27,Daughter,Divorced,Female,Operational investment banker,Not Specified,Not Specified,"(17, 30]"
9,Orchard Radial,William,Powell,26,Son,Divorced,Male,Advertising account planner,Not Specified,Christian,"(17, 30]"
10,Orchard Radial,Gerald,Young,37,Head,Single,Male,Fisheries officer,Not Specified,Methodist,"(30, 40]"
10,Orchard Radial,Melissa,Smith,22,Not Specified,Single,Female,University Student,Not Specified,Sikh,"(17, 30]"
11,Orchard Radial,Amelia,Young,62,Head,Married,Female,Unemployed,Not Specified,Methodist,"(60, 70]"
11,Orchard Radial,Francis,Young,65,Husband,Married,Male,"Engineer, electrical",Not Specified,Methodist,"(60, 70]"
11,Orchard Radial,Elaine,Young,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
11,Orchard Radial,Jessica,Young,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
11,Orchard Radial,Marion,Young,1,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
12,Orchard Radial,Stacey,Williams,24,Head,Married,Female,Special educational needs teacher,Not Specified,Not Specified,"(17, 30]"
12,Orchard Radial,Stephen,Williams,26,Husband,Married,Male,Biomedical engineer,Not Specified,Not Specified,"(17, 30]"
13,Orchard Radial,Jay,Walker,71,Head,Married,Male,"Retired Therapist, music",Not Specified,Methodist,"(70, 80]"
13,Orchard Radial,Jasmine,Walker,69,Wife,Married,Female,"Retired Therapist, drama",Not Specified,Not Specified,"(60, 70]"
14,Orchard Radial,Wayne,Saunders,82,Head,Widowed,Male,"Retired Engineer, electronics",Not Specified,Christian,"(80, 90]"
15,Orchard Radial,Martin,Hunt,33,Head,Divorced,Male,Site engineer,Not Specified,Not Specified,"(30, 40]"
15,Orchard Radial,Geraldine,Hunt,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
16,Orchard Radial,Nigel,Jones,20,Head,Married,Male,University Student,Not Specified,Not Specified,"(17, 30]"
16,Orchard Radial,Abigail,Jones,19,Wife,Married,Female,University Student,Not Specified,Not Specified,"(17, 30]"
17,Orchard Radial,Jonathan,Lane,25,Head,Married,Male,"Solicitor, Scotland",Not Specified,Christian,"(17, 30]"
17,Orchard Radial,Nicola,Lane,22,Wife,Married,Female,University Student,Not Specified,Christian,"(17, 30]"
18,Orchard Radial,Lesley,Smith,39,Head,Divorced,Female,Chief Executive Officer,Not Specified,Not Specified,"(30, 40]"
18,Orchard Radial,Samuel,Smith,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
19,Orchard Radial,Sara,James,36,Head,Single,Female,"Editor, commissioning",Not Specified,Not Specified,"(30, 40]"
19,Orchard Radial,Peter,Murphy,34,Partner,Single,Male,Volunteer coordinator,Not Specified,Not Specified,"(30, 40]"
20,Orchard Radial,Adam,Williams,38,Head,Married,Male,Mining engineer,Not Specified,Christian,"(30, 40]"
20,Orchard Radial,Emily,Williams,32,Wife,Married,Female,Early years teacher,Not Specified,Christian,"(30, 40]"
21,Orchard Radial,Sophie,Atkinson,43,Head,Divorced,Female,Unemployed,Not Specified,Catholic,"(40, 50]"
21,Orchard Radial,Frances,Atkinson,9,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
21,Orchard Radial,Janet,Atkinson,6,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
22,Orchard Radial,Terry,Davidson,52,Head,Married,Male,"Solicitor, Scotland",Not Specified,Christian,"(50, 60]"
22,Orchard Radial,Pamela,Davidson,48,Wife,Married,Female,"Engineer, biomedical",Not Specified,Christian,"(40, 50]"
23,Orchard Radial,Ashleigh,Nixon,45,Head,Divorced,Female,Osteopath,Not Specified,Christian,"(40, 50]"
23,Orchard Radial,Debra,Nixon,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
23,Orchard Radial,Eileen,Nixon,2,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
23,Orchard Radial,Trevor,Russell,40,Lodger,Divorced,Male,Land,Not Specified,Catholic,"(30, 40]"
24,Orchard Radial,Lynda,Williams,84,Head,Single,Female,Retired English as a second language teacher,Not Specified,Methodist,"(80, 90]"
25,Orchard Radial,Pamela,Murphy,25,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(17, 30]"
25,Orchard Radial,Ben,Murphy,8,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
25,Orchard Radial,Ashleigh,Murphy,5,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
26,Orchard Radial,Samantha,Owen,21,Head,Married,Female,University Student,Not Specified,Not Specified,"(17, 30]"
26,Orchard Radial,Terence,Owen,23,Husband,Married,Male,Further education lecturer,Not Specified,Not Specified,"(17, 30]"
27,Orchard Radial,George,Jones,76,Head,Married,Male,"Retired Conservation officer, nature",Not Specified,Not Specified,"(70, 80]"
27,Orchard Radial,Danielle,Jones,71,Wife,Married,Female,"Retired Surveyor, mining",Not Specified,Not Specified,"(70, 80]"
28,Orchard Radial,Zoe,Johnson,40,Head,Single,Female,Civil Service fast streamer,Not Specified,Christian,"(30, 40]"
28,Orchard Radial,Lewis,Doyle,42,Partner,Single,Male,Unemployed,Not Specified,Christian,"(40, 50]"
28,Orchard Radial,David,Johnson,1,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
28,Orchard Radial,William,Johnson,1,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
29,Orchard Radial,Mary,Wilson,48,Head,Single,Female,Claims inspector/assessor,Not Specified,Catholic,"(40, 50]"
29,Orchard Radial,Dorothy,Read,36,Not Specified,Single,Female,Television/film/video producer,Not Specified,Methodist,"(30, 40]"
29,Orchard Radial,Malcolm,Collins,51,Not Specified,Single,Male,Retail buyer,Not Specified,Christian,"(50, 60]"
29,Orchard Radial,Brandon,Iqbal,42,Not Specified,Divorced,Male,Warehouse manager,Not Specified,Christian,"(40, 50]"
29,Orchard Radial,Valerie,Reynolds,40,Not Specified,Single,Female,Architect,Not Specified,Christian,"(30, 40]"
30,Orchard Radial,Leanne,Cook,49,Head,Married,Female,Meteorologist,Not Specified,Christian,"(40, 50]"
30,Orchard Radial,Patrick,Cook,46,Husband,Married,Male,"Social research officer, government",Not Specified,Christian,"(40, 50]"
30,Orchard Radial,Christopher,Cook,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
31,Orchard Radial,Ronald,Coleman,43,Head,Married,Male,Economist,Not Specified,Not Specified,"(40, 50]"
31,Orchard Radial,Joyce,Coleman,39,Wife,Married,Female,Telecommunications researcher,Not Specified,Not Specified,"(30, 40]"
32,Orchard Radial,Jemma,Webb,46,Head,Married,Female,Museum/gallery conservator,Not Specified,Christian,"(40, 50]"
32,Orchard Radial,Maurice,Webb,44,Husband,Married,Male,Production engineer,Not Specified,Not Specified,"(40, 50]"
32,Orchard Radial,Jay,Webb,22,Son,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
33,Orchard Radial,Josephine,Johnson,82,Head,Married,Female,Retired Stage manager,Not Specified,Methodist,"(80, 90]"
33,Orchard Radial,Duncan,Johnson,84,Husband,Married,Male,Retired Science writer,Not Specified,Methodist,"(80, 90]"
34,Orchard Radial,Dawn,Burton,38,Head,Married,Female,"Conservation officer, nature",Not Specified,Catholic,"(30, 40]"
34,Orchard Radial,Glenn,Burton,46,Husband,Married,Male,Chiropractor,Not Specified,Catholic,"(40, 50]"
34,Orchard Radial,Rebecca,Burton,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
35,Orchard Radial,Declan,Poole,83,Head,Married,Male,Retired Marine scientist,Not Specified,Christian,"(80, 90]"
35,Orchard Radial,Jasmine,Poole,83,Wife,Married,Female,Retired Ranger/warden,Not Specified,Christian,"(80, 90]"
36,Orchard Radial,Melanie,Faulkner,72,Head,Divorced,Female,Retired Radio broadcast assistant,Not Specified,Christian,"(70, 80]"
37,Orchard Radial,Ricky,Morris,64,Head,Married,Male,"Psychologist, occupational",Not Specified,Christian,"(60, 70]"
37,Orchard Radial,Kimberley,Morris,61,Wife,Married,Female,Educational psychologist,Not Specified,Christian,"(60, 70]"
38,Orchard Radial,Jamie,West,20,Head,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
38,Orchard Radial,Aimee,Hunter,18,Not Specified,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
39,Orchard Radial,Kelly,Turner,43,Head,Married,Female,Health and safety adviser,Not Specified,Not Specified,"(40, 50]"
39,Orchard Radial,Josh,Turner,45,Husband,Married,Male,Unemployed,Not Specified,Not Specified,"(40, 50]"
39,Orchard Radial,Maria,Turner,14,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
40,Orchard Radial,Phillip,Hammond,59,Head,Married,Male,Amenity horticulturist,Not Specified,Not Specified,"(50, 60]"
40,Orchard Radial,Hannah,Hammond,59,Wife,Married,Female,Speech and language therapist,Not Specified,Not Specified,"(50, 60]"
41,Orchard Radial,Beverley,Smith,35,Head,Married,Female,"Designer, graphic",Not Specified,Not Specified,"(30, 40]"
41,Orchard Radial,Dean,Smith,37,Husband,Married,Male,Information officer,Not Specified,Not Specified,"(30, 40]"
41,Orchard Radial,Jamie,Smith,1,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
41,Orchard Radial,Sean,Smith,0,Son,Not Applicable,Male,Child,Not Specified,Not Specified,
42,Orchard Radial,Ellie,Rees,88,Head,Married,Female,"Retired Engineer, civil (consulting)",Not Specified,Christian,"(80, 90]"
42,Orchard Radial,Nigel,Rees,90,Husband,Married,Male,Retired Artist,Not Specified,Not Specified,"(80, 90]"
43,Orchard Radial,Francesca,Watson,79,Head,Married,Female,Retired Health promotion specialist,Not Specified,Methodist,"(70, 80]"
43,Orchard Radial,Nigel,Watson,81,Husband,Married,Male,Retired Soil scientist,Not Specified,Not Specified,"(80, 90]"
43,Orchard Radial,Terry,Watson,45,Son,Divorced,Male,Scientific laboratory technician,Not Specified,Not Specified,"(40, 50]"
44,Orchard Radial,Donna,Gough,37,Head,Single,Female,Toxicologist,Not Specified,Not Specified,"(30, 40]"
44,Orchard Radial,Eileen,Gough,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
45,Orchard Radial,Bradley,O'Sullivan,73,Head,Married,Male,Retired International aid/development worker,Not Specified,Christian,"(70, 80]"
45,Orchard Radial,Melissa,O'Sullivan,65,Wife,Married,Female,Printmaker,Not Specified,Not Specified,"(60, 70]"
46,Orchard Radial,Marilyn,Williams,22,Head,Married,Female,University Student,Not Specified,Christian,"(17, 30]"
46,Orchard Radial,Richard,Williams,28,Husband,Married,Male,Fast food restaurant manager,Not Specified,Christian,"(17, 30]"
47,Orchard Radial,Norman,Goddard,21,Head,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
48,Orchard Radial,Caroline,Rees,45,Head,Divorced,Female,Unemployed,Not Specified,Catholic,"(40, 50]"
48,Orchard Radial,Sophie,Smith,4,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
49,Orchard Radial,Derek,Bray,27,Head,Single,Male,"Designer, blown glass/stained glass",Not Specified,Not Specified,"(17, 30]"
49,Orchard Radial,Peter,Khan,41,Not Specified,Single,Male,Database administrator,Not Specified,Not Specified,"(40, 50]"
50,Orchard Radial,Cameron,Hussain,55,Head,Married,Male,Unemployed,Not Specified,Christian,"(50, 60]"
50,Orchard Radial,Maria,Hussain,53,Wife,Married,Female,Financial adviser,Not Specified,Christian,"(50, 60]"
51,Orchard Radial,Sylvia,Webster,82,Head,Married,Female,"Retired Accountant, chartered management",Not Specified,Not Specified,"(80, 90]"
51,Orchard Radial,Lee,Webster,84,Husband,Married,Male,"Retired Pharmacist, hospital",Not Specified,Not Specified,"(80, 90]"
52,Orchard Radial,Sylvia,Talbot,53,Head,Single,Female,Chartered management accountant,Not Specified,Catholic,"(50, 60]"
52,Orchard Radial,Christian,Welch,60,Partner,Single,Male,Camera operator,Not Specified,Catholic,"(50, 60]"
52,Orchard Radial,Amy,Talbot,20,Daughter,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
52,Orchard Radial,Amy,Talbot,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
53,Orchard Radial,Dominic,Smith,34,Head,Married,Male,Systems analyst,Not Specified,Muslim,"(30, 40]"
53,Orchard Radial,Elizabeth,Smith,36,Wife,Married,Female,Hydrologist,Not Specified,Not Specified,"(30, 40]"
53,Orchard Radial,Joan,Wells-Smith,7,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
53,Orchard Radial,Rosemary,Wells-Smith,3,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
54,Orchard Radial,Maurice,Lloyd,69,Head,Divorced,Male,Retired Rural practice surveyor,Not Specified,Methodist,"(60, 70]"
55,Orchard Radial,Marion,Davison,54,Head,Married,Female,Land/geomatics surveyor,Not Specified,Christian,"(50, 60]"
55,Orchard Radial,Glenn,Davison,58,Husband,Married,Male,Unemployed,Not Specified,Not Specified,"(50, 60]"
1,Townsend Forge,Nicholas,Anderson,23,Head,Single,Male,Higher education careers adviser,Not Specified,Catholic,"(17, 30]"
2,Townsend Forge,Daniel,Frost-Palmer,49,Head,Single,Male,Records manager,Not Specified,Methodist,"(40, 50]"
2,Townsend Forge,Denis,Frost-Palmer,17,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
2,Townsend Forge,Maria,Frost-Palmer,15,Adopted Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
3,Townsend Forge,Leon,Hopkins,71,Head,Widowed,Male,"Retired Designer, industrial/product",Not Specified,Not Specified,"(70, 80]"
4,Townsend Forge,Stacey,Taylor,76,Head,Widowed,Female,"Retired Engineer, manufacturing systems",Not Specified,Christian,"(70, 80]"
5,Townsend Forge,Olivia,May,39,Head,Married,Female,"Nurse, mental health",Not Specified,Catholic,"(30, 40]"
5,Townsend Forge,Stephen,May,40,Husband,Married,Male,Nutritional therapist,Not Specified,Not Specified,"(30, 40]"
6,Townsend Forge,Kyle,Williams,29,Head,Single,Male,Radio producer,Not Specified,Muslim,"(17, 30]"
7,Townsend Forge,Amber,Allen,99,Head,Widowed,Female,Retired Financial adviser,Not Specified,Christian,"(90, 100]"
8,Townsend Forge,Leon,Bell,31,Head,Single,Male,Chief Marketing Officer,Not Specified,Christian,"(30, 40]"
9,Townsend Forge,William,Lawrence,21,Head,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
10,Townsend Forge,Pauline,Barnes,24,Head,Single,Female,Forensic psychologist,Not Specified,Muslim,"(17, 30]"
11,Townsend Forge,Mohammad,King,42,Head,Married,Male,Occupational hygienist,Not Specified,Not Specified,"(40, 50]"
11,Townsend Forge,Sylvia,King,38,Wife,Married,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
12,Townsend Forge,Samantha,Jones,87,Head,Divorced,Female,"Retired Producer, television/film/video",Not Specified,Methodist,"(80, 90]"
13,Townsend Forge,Diana,Murphy,94,Head,Widowed,Female,Retired Diplomatic Services operational officer,Not Specified,Not Specified,"(90, 100]"
