House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7,Smith Avenue,Shaun,Moore,10.0,Son,,Male,Student,None,
7,Smith Avenue,Abdul,Moore,6.0,Son,,Male,Student,None,
7,Smith Avenue,Frances,Moore,4.0,Daughter,,Female,Child,None,
8,Smith Avenue,Ellie,Woods,35.0,Head,Divorced,Female,"Librarian, academic",None,None
8,Smith Avenue,Grace,Woods,9.0,Daughter,,Female,Student,None,
8,Smith Avenue,Kim,Woods,6.0,Daughter,,Female,Student,None,
8,Smith Avenue,Alison,Woods,3.0,Daughter,,Female,Child,None,
8,Smith Avenue,Iain,Woods,2.0,Son,,Male,Child,None,
8,Smith Avenue,Jonathan,Boyle,57.0,Lodger,Single,Male,Music tutor,None,Methodist
8,Smith Avenue,Toby,Kent,40.0,Lodger,Divorced,Male,"Programmer, systems",None,None
8,Smith Avenue,Leah,Bevan,56.0,Lodger,Divorced,Female,Naval architect,None,Methodist
9,Smith Avenue,Iain,Thomson,27.0,Head,Single,Male,Armed forces technical officer,None,None
10,Smith Avenue,Jodie,Willis,27.0,Head,Married,Female,Landscape architect,None,Sikh
10,Smith Avenue,Gerald,Willis,33.0,Husband,Married,Male,Unemployed,None,Sikh
10,Smith Avenue,Kate,Gallagher,2.0,Daughter,,Female,Child,None,
10,Smith Avenue,Rebecca,Gallagher,0.0,Daughter,,Female,Child,None,
10,Smith Avenue,Abdul,Barker,33.0,Lodger,Single,Male,Fish farm manager,None,Catholic
11,Smith Avenue,Alison,Sheppard,55.0,Head,Single,Female,Primary school teacher,None,Christian
11,Smith Avenue,Lorraine,Doherty,52.0,None,Single,Female,Information officer,None,Catholic
11,Smith Avenue,Carly,Ross,28.0,None,Single,Female,Unemployed,None,None
11,Smith Avenue,Stewart,Jones,51.0,None,Single,Male,Unemployed,None,None
11,Smith Avenue,Leah,Anderson,40.0,None,Single,Female,"Nurse, mental health",None,Christian
12,Smith Avenue,Lesley,Phillips,45.0,Head,Married,Female,"Designer, multimedia",None,Catholic
12,Smith Avenue,Allan,Phillips,45.0,Husband,Married,Male,Firefighter,None,Catholic
12,Smith Avenue,Graeme,Phillips,12.0,Son,,Male,Student,None,
13,Smith Avenue,Stacey,Holmes,49.0,Head,Single,Female,Medical laboratory scientific officer,None,Christian
13,Smith Avenue,Bryan,Burton,51.0,Partner,Single,Male,"Development worker, community",None,Christian
13,Smith Avenue,Carly,Holmes,25.0,Daughter,Single,Female,"Civil engineer, contracting",None,Christian
13,Smith Avenue,Andrea,Holmes,21.0,Daughter,Single,Female,University Student,None,Christian
13,Smith Avenue,Vanessa,Holmes,6.0,Daughter,,Female,Student,None,
14,Smith Avenue,Mandy,Hobbs,38.0,Head,Single,Female,Unemployed,None,Sikh
14,Smith Avenue,Julian,Robinson,40.0,Partner,Single,Male,"Surveyor, land/geomatics",None,Sikh
14,Smith Avenue,Kyle,Hobbs,14.0,Son,,Male,Student,None,
14,Smith Avenue,Susan,Hobbs,10.0,Daughter,,Female,Student,None,
15,Smith Avenue,Joanne,Khan,62.0,Head,Married,Female,Aeronautical engineer,None,Christian
15,Smith Avenue,Trevor,Khan,64.0,Husband,Married,Male,"Nurse, adult",None,Christian
15,Smith Avenue,Sean,Khan,32.0,Son,Divorced,Male,Unemployed,None,Christian
15,Smith Avenue,Carly,Khan,32.0,Daughter,Divorced,Female,Retail manager,None,None
15,Smith Avenue,Brandon,Khan,31.0,Son,Divorced,Male,"Pharmacist, hospital",None,Christian
16,Smith Avenue,Sally,Cook,42.0,Head,Divorced,Female,Theatre stage manager,None,None
16,Smith Avenue,Debra,Cook,16.0,Daughter,,Female,Student,None,
16,Smith Avenue,Leigh,Cook,12.0,Son,,Male,Student,None,
16,Smith Avenue,Conor,Cook,6.0,Son,,Male,Student,None,
16,Smith Avenue,Peter,Cook,3.0,Son,,Male,Child,None,
17,Smith Avenue,Norman,Lamb,30.0,Head,Single,Male,"Radiographer, therapeutic",None,None
17,Smith Avenue,Francis,Lamb,7.0,Son,,Male,Student,None,
17,Smith Avenue,Julia,Lamb,7.0,Daughter,,Female,Student,None,
17,Smith Avenue,Jeffrey,Lamb,4.0,Son,,Male,Child,None,
17,Smith Avenue,Marie,Lamb,4.0,Daughter,,Female,Child,None,
18,Smith Avenue,Janice,Cameron,51.0,Head,Single,Female,Press sub,None,Christian
18,Smith Avenue,Owen,Cameron,22.0,Son,Single,Male,Armed forces technical officer,None,None
18,Smith Avenue,Janice,Cameron,20.0,Daughter,Single,Female,University Student,None,Christian
18,Smith Avenue,Lee,Cameron,16.0,Son,,Male,Student,None,
18,Smith Avenue,Phillip,Cameron,14.0,Son,,Male,Student,None,
19,Smith Avenue,Joanne,Mitchell,64.0,Head,Married,Female,"Horticulturist, amenity",None,Methodist
19,Smith Avenue,Vincent,Mitchell,68.0,Husband,Married,Male,Retired Midwife,None,Methodist
19,Smith Avenue,Edward,Mitchell,32.0,Son,Single,Male,"Therapist, nutritional",None,Methodist
19,Smith Avenue,Phillip,Mitchell,28.0,Son,Single,Male,"Accountant, chartered",None,Methodist
19,Smith Avenue,Barry,Mitchell,27.0,Son,Single,Male,"Administrator, charities/voluntary organisations",None,Methodist
19,Smith Avenue,Ryan,Mitchell,24.0,Son,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Methodist
19,Smith Avenue,Linda,Mitchell,23.0,Daughter,Single,Female,Recruitment consultant,None,Methodist
19,Smith Avenue,Gail,Mitchell,19.0,Daughter,Single,Female,University Student,None,None
19,Smith Avenue,Rebecca,Mitchell,18.0,Daughter,Single,Female,Student,None,None
19,Smith Avenue,Tony,Mitchell,16.0,Son,,Male,Student,None,
20,Smith Avenue,Beverley,Dennis,20.0,Head,Single,Female,Analytical chemist,None,Muslim
20,Smith Avenue,Sandra,Gill,48.0,None,Single,Female,Telecommunications researcher,None,Catholic
20,Smith Avenue,Amelia,Perkins,49.0,None,Single,Female,"Engineer, electronics",None,Catholic
20,Smith Avenue,Kerry,Hussain,25.0,None,Single,Female,Archivist,None,Muslim
20,Smith Avenue,Dylan,Jones,61.0,None,Single,Male,"Social research officer, government",None,Catholic
21,Smith Avenue,Jeffrey,Marshall,44.0,Head,Married,Male,"Therapist, occupational",None,Catholic
21,Smith Avenue,Judith,Marshall,40.0,Wife,Married,Female,Medical laboratory scientific officer,None,Catholic
21,Smith Avenue,Susan,Marshall,17.0,Daughter,,Female,Student,None,
21,Smith Avenue,Sylvia,Marshall,16.0,Daughter,,Female,Student,None,
21,Smith Avenue,Joanne,Marshall,15.0,Daughter,,Female,Student,None,
22,Smith Avenue,Kim,Davidson,51.0,Head,Married,Female,Leisure centre manager,None,None
22,Smith Avenue,David,Davidson,56.0,Husband,Married,Male,Information systems manager,None,None
22,Smith Avenue,Kathryn,Davidson,16.0,Daughter,,Female,Student,None,
22,Smith Avenue,Phillip,Davidson,16.0,Son,,Male,Student,None,
22,Smith Avenue,Kevin,Davidson,13.0,Son,,Male,Student,None,
22,Smith Avenue,Lynn,Davidson,10.0,Daughter,,Female,Student,None,
23,Smith Avenue,Kimberley,O'Brien,45.0,Head,Married,Female,"Conservator, furniture",None,Christian
23,Smith Avenue,Edward,O'Brien,47.0,Husband,Married,Male,Advertising copywriter,None,None
23,Smith Avenue,Adam,O'Brien,16.0,Son,,Male,Student,None,
23,Smith Avenue,Carolyn,O'Brien,12.0,Daughter,,Female,Student,None,
23,Smith Avenue,Jay,O'Brien,9.0,Son,,Male,Student,None,
24,Smith Avenue,Philip,Price,42.0,Head,Divorced,Male,Environmental health practitioner,None,Catholic
24,Smith Avenue,Arthur,Price,6.0,Son,,Male,Student,None,
24,Smith Avenue,Ronald,Price,2.0, ,,Male,Child,None,
24,Smith Avenue,Marian,Browne,58.0,Sibling,Single,Female,Wellsite geologist,None,Methodist
24,Smith Avenue,Leanne,Davies,25.0,Lodger,Single,Female,Homeopath,None,None
25,Smith Avenue,Vanessa,Quinn,93.0,Head,Married,Female,"Retired Chemist, analytical",None,Catholic
25,Smith Avenue,Max,Quinn,95.0,Husband,Married,Male,Retired Geographical information systems officer,None,None
25,Smith Avenue,Arthur,Quinn,71.0,Son,Divorced,Male,"Retired Conservator, furniture",None,None
25,Smith Avenue,Kenneth,Quinn,69.0,Son,Widowed,Male,Retired Dealer,None,Catholic
25,Smith Avenue,Ashley,Quinn,66.0,Son,Widowed,Male,Science writer,None,None
25,Smith Avenue,Graham,Quinn,65.0,Son,Widowed,Male,Animal nutritionist,None,None
25,Smith Avenue,Thomas,Quinn,63.0,Son,Divorced,Male,Colour technologist,None,None
25,Smith Avenue,Damien,Quinn,60.0,Son,Single,Male,Herbalist,None,Catholic
25,Smith Avenue,Jane,Quinn,58.0,Daughter,Single,Female,Film/video editor,None,None
25,Smith Avenue,Eric,Quinn,56.0,Son,Single,Male,Transport planner,None,Catholic
25,Smith Avenue,Melissa,Quinn,52.0,Daughter,Single,Female,Restaurant manager,None,None
25,Smith Avenue,Leanne,Quinn,51.0,Daughter,Divorced,Female,"Engineer, civil (contracting)",None,None
25,Smith Avenue,Geraldine,Quinn,49.0,Daughter,Single,Female,"Doctor, hospital",None,Catholic
25,Smith Avenue,Susan,Quinn,45.0,Daughter,Single,Female,"Research officer, trade union",Mental Disability,None
25,Smith Avenue,Jamie,Quinn,43.0,Son,Single,Male,Speech and language therapist,None,Catholic
25,Smith Avenue,Frances,Quinn,41.0,Daughter,Single,Female,Logistics and distribution manager,None,None
25,Smith Avenue,Julia,Quinn,37.0,Daughter,Single,Female,Forest/woodland manager,None,Catholic
25,Smith Avenue,Leonard,Quinn,36.0,Son,Single,Male,Environmental manager,None,Catholic
26,Smith Avenue,Barbara,Pearson,35.0,Head,Single,Female,Air cabin crew,None,None
26,Smith Avenue,Charles,Pearson,8.0,Son,,Male,Student,None,
26,Smith Avenue,Jane,Pearson,7.0,Daughter,,Female,Student,None,
26,Smith Avenue,Geraldine,Pearson,5.0,Daughter,,Female,Student,None,
26,Smith Avenue,Caroline,Pearson,1.0,Daughter,,Female,Child,None,
26,Smith Avenue,Mark,Barker,53.0,Lodger,Single,Male,Unemployed,None,Sikh
26,Smith Avenue,Jeffrey,Francis,31.0,Lodger,Divorced,Male,Media planner,None,None
26,Smith Avenue,William,Graham,19.0,Lodger,Single,Male,University Student,None,None
26,Smith Avenue,Rosemary,Watts,63.0,Lodger,Single,Female,Hydrogeologist,None,Christian
26,Smith Avenue,Abigail,White,35.0,Lodger,Single,Female,"Therapist, speech and language",None,None
26,Smith Avenue,Rhys,Baker,58.0,Lodger,Single,Male,Contractor,None,None
26,Smith Avenue,Howard,Kennedy,25.0,Lodger,Single,Male,Local government officer,None,Christian
26,Smith Avenue,Josh,Lynch,38.0,Lodger,Single,Male,"Teacher, special educational needs",None,Catholic
26,Smith Avenue,Terence,Williams,47.0,Lodger,Widowed,Male,Unemployed,None,Catholic
26,Smith Avenue,Rebecca,O'Sullivan,19.0,Lodger,Divorced,Female,"Geologist, wellsite",None,None
26,Smith Avenue,Sylvia,Foster,51.0,Lodger,Divorced,Female,Armed forces operational officer,None,Methodist
26,Smith Avenue,Joshua,Forster,31.0,Lodger,Single,Male,Technical brewer,None,Methodist
26,Smith Avenue,Katherine,Moss,57.0,Lodger,Divorced,Female,Plant breeder/geneticist,None,Methodist
26,Smith Avenue,Kirsty,Kennedy,19.0,Lodger,Single,Female,University Student,None,None
27,Smith Avenue,Abbie,Hunt,55.0,Head,Single,Female,Retail buyer,None,Christian
27,Smith Avenue,Ryan,Ward,53.0,Partner,Single,Male,Secretary/administrator,None,None
27,Smith Avenue,Linda,Hunt,20.0,Daughter,Single,Female,"Pharmacist, community",None,None
27,Smith Avenue,Marion,Hunt,18.0,Daughter,Single,Female,Student,None,Christian
27,Smith Avenue,Karen,Hunt,17.0,Daughter,,Female,Student,None,
28,Smith Avenue,Joyce,Murphy,72.0,Head,Widowed,Female,Retired Art gallery manager,None,None
29,Smith Avenue,Abigail,Wilson,34.0,Head,Married,Female,Unemployed,None,None
29,Smith Avenue,Billy,Wilson,35.0,Husband,Married,Male,Electrical engineer,None,None
29,Smith Avenue,Josephine,Wilson,8.0,Daughter,,Female,Student,None,
29,Smith Avenue,Hannah,Wilson,5.0,Daughter,,Female,Student,None,
30,Smith Avenue,Diana,Brady,63.0,Head,Married,Female,"Therapist, horticultural",None,Catholic
30,Smith Avenue,Andrew,Brady,66.0,Husband,Married,Male,Patent attorney,None,Catholic
30,Smith Avenue,Marian,Brady,32.0,Daughter,Widowed,Female,Scientific laboratory technician,None,Catholic
30,Smith Avenue,Grace,Brady,27.0,Daughter,Single,Female,Energy manager,None,Catholic
30,Smith Avenue,Mandy,Brady,27.0,Daughter,Divorced,Female,Unemployed,None,Catholic
30,Smith Avenue,Dean,Brady,27.0,Son,Single,Male,Pharmacologist,None,Catholic
30,Smith Avenue,Ellie,Brady,17.0,Daughter,,Female,Student,None,
31,Smith Avenue,Kathleen,Atkinson,28.0,Head,Married,Female,Farm manager,None,None
31,Smith Avenue,Elliott,Atkinson,34.0,Husband,Married,Male,Unemployed,None,None
31,Smith Avenue,Sylvia,Atkinson,6.0,Daughter,,Female,Student,None,
31,Smith Avenue,Barbara,Atkinson,4.0,Daughter,,Female,Child,None,
31,Smith Avenue,Olivia,Atkinson,0.0,Daughter,,Female,Child,None,
32,Smith Avenue,Jayne,Vincent,54.0,Head,Married,Female,"Surveyor, insurance",None,Christian
32,Smith Avenue,Vincent,Vincent,59.0,Husband,Married,Male,Dancer,None,Christian
32,Smith Avenue,Oliver,Vincent,37.0,Son,Single,Male,Careers information officer,None,Christian
32,Smith Avenue,Kelly,Vincent,33.0,Daughter,Single,Female,Artist,None,Christian
32,Smith Avenue,Katie,Vincent,31.0,Daughter,Single,Female,Unemployed,None,Christian
32,Smith Avenue,Amber,Vincent,29.0,Daughter,Divorced,Female,"Lighting technician, broadcasting/film/video",None,Christian
32,Smith Avenue,Jennifer,Vincent,26.0,Daughter,Single,Female,Charity fundraiser,None,None
32,Smith Avenue,Naomi,Vincent,22.0,Daughter,Single,Female,University Student,None,Christian
32,Smith Avenue,Roger,Vincent,6.0,Son,,Male,Student,None,
33,Smith Avenue,Lucy,Andrews,53.0,Head,Married,Female,Community education officer,None,Catholic
33,Smith Avenue,Alexander,Andrews,55.0,Husband,Married,Male,Oncologist,None,Catholic
33,Smith Avenue,Rosie,Andrews,12.0,Daughter,,Female,Student,None,
33,Smith Avenue,Ruth,Andrews,6.0,Daughter,,Female,Student,None,
33,Smith Avenue,Gavin,Andrews,5.0,Son,,Male,Student,None,
34,Smith Avenue,Hayley,Lawrence,34.0,Head,Married,Female,Dietitian,None,None
34,Smith Avenue,Norman,Lawrence,36.0,Husband,Married,Male,Maintenance engineer,None,None
34,Smith Avenue,Christine,Lawrence,9.0,Daughter,,Female,Student,None,
34,Smith Avenue,Kenneth,Lawrence,6.0,Son,,Male,Student,None,
35,Smith Avenue,Valerie,Bailey,65.0,Head,Married,Female,"Engineer, structural",None,Christian
35,Smith Avenue,Andrew,Bailey,71.0,Husband,Married,Male,"Retired Psychologist, counselling",None,Christian
35,Smith Avenue,Deborah,Bailey,27.0,Daughter,Single,Female,Forest/woodland manager,None,None
35,Smith Avenue,Timothy,Bailey,24.0,Son,Single,Male,"Research officer, political party",None,None
35,Smith Avenue,Victoria,Bailey,20.0,Daughter,Single,Female,University Student,None,Christian
35,Smith Avenue,Ellie,Bailey,16.0,Daughter,,Female,Student,None,
36,Smith Avenue,Gemma,Riley,74.0,Head,Married,Female,"Retired Teacher, music",None,Christian
36,Smith Avenue,John,Riley,73.0,Husband,Married,Male,Retired Outdoor activities/education manager,None,Christian
36,Smith Avenue,Laura,Riley,51.0,Daughter,Single,Female,Illustrator,None,Christian
36,Smith Avenue,Teresa,Riley,43.0,Daughter,Divorced,Female,"Loss adjuster, chartered",None,None
36,Smith Avenue,Gemma,Riley,40.0,Daughter,Single,Female,Horticultural consultant,None,Christian
36,Smith Avenue,Mary,Riley,40.0,Daughter,Single,Female,Sports coach,None,Christian
36,Smith Avenue,Kieran,Riley,36.0,Son,Single,Male,"Therapist, nutritional",None,Christian
36,Smith Avenue,Kenneth,Riley,32.0,Son,Divorced,Male,Music tutor,None,Christian
36,Smith Avenue,Marion,Riley,31.0,Adopted Daughter,Divorced,Female,Energy engineer,None,None
36,Smith Avenue,Alison,Riley,30.0,Daughter,Single,Female,Ophthalmologist,None,Christian
37,Smith Avenue,Clare,Jackson,57.0,Head,Married,Female,Emergency planning/management officer,None,Christian
37,Smith Avenue,Dennis,Jackson,60.0,Husband,Married,Male,Haematologist,Disabled,Christian
37,Smith Avenue,Luke,Jackson,25.0,Son,Divorced,Male,English as a foreign language teacher,None,Christian
37,Smith Avenue,Jodie,Jackson,23.0,Daughter,Single,Female,Call centre manager,None,Christian
37,Smith Avenue,Francis,Jackson,21.0,Son,Divorced,Male,University Student,None,Christian
37,Smith Avenue,June,Jackson,17.0,Daughter,,Female,Student,None,
37,Smith Avenue,Joyce,Jackson,8.0,Daughter,,Female,Student,None,
37,Smith Avenue,Max,Jackson,8.0,Son,,Male,Student,None,
37,Smith Avenue,Victor,Jackson,5.0,Son,,Male,Student,None,
38,Smith Avenue,Clare,Griffiths,38.0,Head,Single,Female,Unemployed,None,Catholic
38,Smith Avenue,Guy,Griffiths,6.0,Son,,Male,Student,None,
38,Smith Avenue,Cameron,Griffiths,3.0,Son,,Male,Child,None,
38,Smith Avenue,Sian,Griffiths,1.0,Daughter,,Female,Child,None,
38,Smith Avenue,Dennis,Green,25.0,Lodger,Single,Male,"Buyer, retail",None,None
38,Smith Avenue,Max,Clarke,28.0,Lodger,Single,Male,Counselling psychologist,None,None
38,Smith Avenue,Lydia,Cunningham,51.0,Lodger,Divorced,Female,Armed forces operational officer,None,Christian
38,Smith Avenue,Lesley,Williams,31.0,Lodger,Widowed,Female,Garment/textile technologist,None,None
38,Smith Avenue,Molly,Collins,49.0,Lodger,Single,Female,Audiological scientist,None,Catholic
38,Smith Avenue,Terry,Jones,20.0,Lodger,Single,Male,University Student,None,Muslim
38,Smith Avenue,Abbie,Stone,52.0,Lodger,Widowed,Female,Unemployed,None,None
39,Smith Avenue,Sandra,Pearson,54.0,Head,Single,Female,Microbiologist,None,Catholic
39,Smith Avenue,George,Gibbons,55.0,Partner,Single,Male,Broadcast journalist,None,Catholic
39,Smith Avenue,Iain,Pearson,28.0,Son,Widowed,Male,Unemployed,None,Catholic
39,Smith Avenue,Carol,Pearson,26.0,Daughter,Single,Female,"Nurse, learning disability",None,None
39,Smith Avenue,Joel,Pearson,10.0,Son,,Male,Student,None,
40,Smith Avenue,Mary,Webster,44.0,Head,Divorced,Female,Tour manager,None,Christian
40,Smith Avenue,Denise,Webster,10.0,Daughter,,Female,Student,None,
40,Smith Avenue,Beth,Webster,6.0,Daughter,,Female,Student,None,
40,Smith Avenue,Derek,Webster,2.0,Son,,Male,Child,None,
40,Smith Avenue,Melanie,Khan,51.0,Lodger,Single,Female,Contractor,None,Christian
41,Smith Avenue,Elaine,Smith,36.0,Head,Single,Female,Herbalist,None,None
41,Smith Avenue,Owen,Booth,38.0,Partner,Single,Male,"Education officer, museum",None,None
41,Smith Avenue,Joshua,Smith,8.0,Son,,Male,Student,None,
41,Smith Avenue,Brandon,Smith,6.0,Son,,Male,Student,None,
41,Smith Avenue,Pauline,Smith,1.0,Daughter,,Female,Child,None,
42,Smith Avenue,John,Bailey,60.0,Head,Single,Male,Unemployed,None,Christian
43,Smith Avenue,Abigail,Tyler,38.0,Head,Single,Female,Information officer,None,Christian
43,Smith Avenue,Jack,Thomas,18.0,None,Single,Male,Student,None,
43,Smith Avenue,Glen,Whittaker,44.0,None,Single,Male,Translator,None,Christian
43,Smith Avenue,Mary,Griffin,26.0,None,Single,Female,Television/film/video producer,None,None
44,Smith Avenue,Janice,Quinn,39.0,Head,Married,Female,Tree surgeon,None,None
44,Smith Avenue,Roy,Quinn,40.0,Husband,Married,Male,Chartered loss adjuster,None,None
44,Smith Avenue,Russell,Roberts,48.0,Cousin,Single,Male,Heritage manager,None,None
44,Smith Avenue,Lucy,Roberts,39.0,Cousin,Single,Female,Company secretary,None,None
44,Smith Avenue,Nathan,Roberts,58.0,Cousin,Divorced,Male,Brewing technologist,None,None
45,Smith Avenue,Frances,Hall,50.0,Head,Married,Female,"Engineer, control and instrumentation",None,Christian
45,Smith Avenue,Rhys,Hall,48.0,Husband,Married,Male,Adult guidance worker, ,Christian
45,Smith Avenue,Jane,Hall,19.0,Daughter,Single,Female,University Student,None,Christian
45,Smith Avenue,Sally,Hall,19.0,Daughter,Single,Female,University Student,None,Christian
45,Smith Avenue,Scott,Hall,18.0,Son,Single,Male,Student,None,Christian
45,Smith Avenue,Stephanie,Hall,14.0,Daughter,,Female,Student,None,
45,Smith Avenue,Katy,Hall,11.0,Daughter,,Female,Student,None,
45,Smith Avenue,Andrea,Hall,7.0,Daughter,,Female,Student,None,
45,Smith Avenue,Rachael,Hall,4.0,Daughter,,Female,Child,None,
46,Smith Avenue,Grace,Anderson,73.0,Head,Single,Female,"Retired Lighting technician, broadcasting/film/video",None,Methodist
